product_name,price,rating,reviews_count,source,query,page,name_len,has_pro,has_ultra,reviews_bucket
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,60990,4.32,169,Flipkart,laptop,10,105,0,0,low
Lenovo V 14 (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Pro) V14 Thin and Ligh...,51990,4.272,1,Flipkart,laptop,10,105,1,0,very_low
Acer Swift Neo OLED Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin and Li...,54990,4.11,124,Flipkart,laptop,10,105,0,1,low
MSI Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-1051IN Business L...,44990,4.21,1,Flipkart,laptop,10,105,0,0,very_low
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphic...,76490,4.43,164,Flipkart,laptop,10,105,0,0,low
HP 250 G9 (2025) Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) 250 G9 Thin and Lig...,27990,4.272,0,Flipkart,laptop,10,105,0,0,very_low
HP 14R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 14R G9 Thin and Light ...,41990,4.2105,8,Flipkart,laptop,10,105,0,0,very_low
HP Victus Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,58990,4.33,162,Flipkart,laptop,10,105,0,0,low
DELL Inspiron 15 MSO'24 with Backlit KB Intel Core i5 13th Gen 1334U - (16 GB/1 TB SSD/Windows 11 Home...,58490,4.2397,19,Flipkart,laptop,10,105,0,0,very_low
ASUS Chromebook Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1500CKA-NJ0395 ...,18990,3.83,262,Flipkart,laptop,10,105,0,0,medium
HP Chromebook MediaTek MT8183 - (4 GB/32 GB EMMC Storage/Chrome OS) 11MK G9 EE Chromebook,11990,3.77,610,Flipkart,laptop,10,89,0,0,medium
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/1 TB SSD/Windows 11 Home) AL15-52 Thin and Ligh...,51990,3.9272,14,Flipkart,laptop,10,105,0,0,very_low
